,Algorithm,Num_Terminals,Wirelength,Num Steiner Points,CPU Time
4013,flute,30.0,37399.0,28.0,0.000447
4014,flute,105.0,74333.0,103.0,0.004014
4015,flute,98.0,74837.0,96.0,0.003493
4016,flute,24.0,36174.0,22.0,0.000469
4017,flute,52.0,55120.0,50.0,0.001935
4018,flute,30.0,43304.0,28.0,0.000529
4019,flute,19.0,27693.0,17.0,0.000237
4020,flute,62.0,58609.0,60.0,0.002698
4021,flute,21.0,33700.0,19.0,0.000554
4022,flute,115.0,79159.0,113.0,0.004583
4023,flute,64.0,59120.0,62.0,0.002381
4024,flute,83.0,66758.0,81.0,0.003439
4025,flute,33.0,44711.0,31.0,0.000527
4026,flute,12.0,23648.0,10.0,1.8e-05
4027,flute,78.0,67200.0,76.0,0.004059
4028,flute,51.0,53423.0,49.0,0.001992
4029,flute,95.0,74480.0,93.0,0.002957
4030,flute,73.0,67549.0,71.0,0.002736
4031,flute,34.0,42937.0,32.0,0.000414
4032,flute,111.0,79194.0,109.0,0.004642
4033,flute,94.0,74951.0,92.0,0.005432
4034,flute,14.0,29938.0,12.0,4.8e-05
4035,flute,16.0,30945.0,14.0,0.000136
4036,flute,57.0,54338.0,55.0,0.002424
4037,flute,46.0,49707.0,44.0,0.000679
4038,flute,16.0,33994.0,14.0,0.000119
4039,flute,44.0,49818.0,42.0,0.001062
4040,flute,59.0,59140.0,57.0,0.00238
4041,flute,98.0,76676.0,96.0,0.005808
4042,flute,47.0,51015.0,45.0,0.001425
4043,flute,82.0,70510.0,80.0,0.00339
4044,flute,119.0,82154.0,117.0,0.009028
4045,flute,24.0,36676.0,22.0,0.00037
4046,flute,66.0,58812.0,64.0,0.003229
4047,flute,43.0,45058.0,41.0,0.000516
4048,flute,77.0,66568.0,75.0,0.003938
4049,flute,22.0,36964.0,20.0,0.000548
4050,flute,79.0,67000.0,77.0,0.002548
4051,flute,99.0,75199.0,97.0,0.003327
4052,flute,101.0,74878.0,99.0,0.005037
4053,flute,93.0,71587.0,91.0,0.004136
4054,flute,37.0,44959.0,35.0,0.000489
4055,flute,55.0,53141.0,53.0,0.002221
4056,flute,27.0,37352.0,25.0,0.000297
4057,flute,66.0,64919.0,64.0,0.001251
4058,flute,13.0,22370.0,11.0,3.5e-05
4059,flute,35.0,45148.0,33.0,0.000764
4060,flute,110.0,79610.0,108.0,0.007609
4061,flute,70.0,61991.0,68.0,0.0023
4062,flute,87.0,69864.0,85.0,0.003841
4063,flute,17.0,27947.0,15.0,9.9e-05
4064,flute,85.0,70951.0,83.0,0.003794
4065,flute,87.0,67645.0,85.0,0.002346
4066,flute,27.0,38794.0,25.0,0.000735
4067,flute,11.0,23521.0,9.0,9e-06
4068,flute,15.0,30047.0,13.0,7e-05
4069,flute,9.0,20559.0,7.0,1e-06
4070,flute,119.0,78833.0,117.0,0.004664
4071,flute,113.0,83837.0,111.0,0.005873
4072,flute,16.0,29826.0,14.0,0.000121
4073,flute,17.0,31824.0,15.0,0.000119
4074,flute,79.0,65143.0,77.0,0.005685
4075,flute,12.0,27074.0,10.0,1.8e-05
4076,flute,108.0,78428.0,106.0,0.004346
4077,flute,39.0,49230.0,37.0,0.001484
4078,flute,98.0,75757.0,96.0,0.003407
4079,flute,68.0,57272.0,66.0,0.003567
4080,flute,15.0,27869.0,13.0,7e-05
4081,flute,98.0,72783.0,96.0,0.00425
4082,flute,34.0,41299.0,32.0,0.000882
4083,flute,87.0,70234.0,85.0,0.004617
4084,flute,29.0,41992.0,27.0,0.001153
4085,flute,94.0,71510.0,92.0,0.004563
4086,flute,75.0,61173.0,73.0,0.003155
4087,flute,52.0,55093.0,50.0,0.002552
4088,flute,55.0,59200.0,53.0,0.003071
4089,flute,47.0,53739.0,45.0,0.001244
4090,flute,17.0,30627.0,15.0,0.000163
4091,flute,17.0,33350.0,15.0,0.000117
4092,flute,90.0,69967.0,88.0,0.003776
4093,flute,102.0,75475.0,100.0,0.006125
4094,flute,40.0,49041.0,38.0,0.001058
4095,flute,55.0,54200.0,53.0,0.001963
4096,flute,40.0,49788.0,38.0,0.001118
4097,flute,27.0,42160.0,25.0,0.001084
4098,flute,17.0,33599.0,15.0,0.000128
4099,flute,114.0,77433.0,112.0,0.006166
4100,flute,79.0,67106.0,77.0,0.005716
4101,flute,14.0,26348.0,12.0,5.2e-05
4102,flute,39.0,45675.0,37.0,0.001342
4103,flute,83.0,67066.0,81.0,0.00462
4104,flute,78.0,70651.0,76.0,0.002123
4105,flute,18.0,30817.0,16.0,0.000286
4106,flute,8.0,17273.0,6.0,1e-06
4107,flute,113.0,81990.0,111.0,0.005773
4108,flute,29.0,41793.0,27.0,0.000232
4109,flute,39.0,48873.0,37.0,0.001438
4110,flute,8.0,24218.0,6.0,1e-06
4111,flute,12.0,22140.0,10.0,1.8e-05
4112,flute,12.0,24449.0,10.0,1.4e-05
4113,flute,120.0,81987.0,118.0,0.004821
4114,flute,47.0,49255.0,45.0,0.001361
4115,flute,94.0,71536.0,92.0,0.004439
4116,flute,81.0,62008.0,79.0,0.003706
4117,flute,66.0,63177.0,64.0,0.004879
4118,flute,72.0,67290.0,70.0,0.004824
4119,flute,103.0,78904.0,101.0,0.008816
4120,flute,73.0,69007.0,71.0,0.002888
4121,flute,116.0,81410.0,114.0,0.007603
4122,flute,39.0,50494.0,37.0,0.000991
4123,flute,116.0,78210.0,114.0,0.005174
4124,flute,80.0,68897.0,78.0,0.002529
4125,flute,47.0,53466.0,45.0,0.000815
4126,flute,97.0,71424.0,95.0,0.003638
4127,flute,64.0,60684.0,62.0,0.001592
4128,flute,17.0,31221.0,15.0,0.000205
4129,flute,22.0,35434.0,20.0,0.000437
4130,flute,118.0,80176.0,116.0,0.007431
4131,flute,34.0,45493.0,32.0,0.00102
4132,flute,106.0,75695.0,104.0,0.003652
4133,flute,106.0,75177.0,104.0,0.007832
4134,flute,54.0,57041.0,52.0,0.001405
4135,flute,23.0,37369.0,21.0,0.000404
4136,flute,116.0,79358.0,114.0,0.005007
4137,flute,25.0,34832.0,23.0,0.000638
4138,flute,51.0,54301.0,49.0,0.003883
4139,flute,21.0,36343.0,19.0,0.000287
4140,flute,102.0,73454.0,100.0,0.005732
4141,flute,102.0,74278.0,100.0,0.004876
4142,flute,59.0,57916.0,57.0,0.001007
4143,flute,13.0,25785.0,11.0,3.3e-05
4144,flute,80.0,67984.0,78.0,0.004636
4145,flute,52.0,57717.0,50.0,0.001124
4146,flute,23.0,34036.0,21.0,0.000403
4147,flute,20.0,30065.0,18.0,0.000328
4148,flute,13.0,21335.0,11.0,3.2e-05
4149,flute,35.0,43814.0,33.0,0.001336
4150,flute,111.0,78242.0,109.0,0.004633
4151,flute,79.0,66815.0,77.0,0.001723
4152,flute,20.0,32676.0,18.0,0.000261
4153,flute,27.0,41570.0,25.0,0.000478
4154,flute,38.0,48158.0,36.0,0.000822
4155,flute,54.0,55471.0,52.0,0.001998
4156,flute,92.0,71624.0,90.0,0.003115
4157,flute,58.0,55296.0,56.0,0.001833
4158,flute,119.0,81928.0,117.0,0.007138
4159,flute,76.0,67343.0,74.0,0.002453
4160,flute,61.0,61402.0,59.0,0.002125
4161,flute,19.0,37411.0,17.0,0.000177
4162,flute,16.0,35623.0,14.0,0.000105
4163,flute,114.0,76874.0,112.0,0.004964
4164,flute,116.0,79611.0,114.0,0.005304
4165,flute,72.0,66220.0,70.0,0.004222
4166,flute,11.0,20352.0,9.0,2.5e-05
4167,flute,22.0,38905.0,20.0,0.000581
4168,flute,20.0,33322.0,18.0,0.000193
4169,flute,12.0,28516.0,10.0,1.5e-05
4170,flute,12.0,19285.0,10.0,1.2e-05
4171,flute,10.0,27883.0,8.0,5e-06
4172,flute,94.0,69839.0,92.0,0.00287
4173,flute,40.0,53750.0,38.0,0.000954
4174,flute,95.0,74440.0,93.0,0.00454
4175,flute,42.0,46639.0,40.0,0.002649
4176,flute,22.0,32069.0,20.0,0.000274
4177,flute,45.0,50059.0,43.0,0.001091
4178,flute,28.0,43845.0,26.0,0.000698
4179,flute,10.0,20231.0,8.0,6e-06
4180,flute,81.0,71852.0,79.0,0.004453
4181,flute,10.0,23294.0,8.0,9e-06
4182,flute,13.0,30414.0,11.0,3.5e-05
4183,flute,23.0,38090.0,21.0,0.001066
4184,flute,36.0,45633.0,34.0,0.000929
4185,flute,84.0,68589.0,82.0,0.003912
4186,flute,107.0,75135.0,105.0,0.005794
4187,flute,46.0,55829.0,44.0,0.000992
4188,flute,89.0,69233.0,87.0,0.004316
4189,flute,29.0,42201.0,27.0,0.000654
4190,flute,85.0,68054.0,83.0,0.003523
4191,flute,29.0,36754.0,27.0,0.000438
4192,flute,8.0,22067.0,6.0,1e-06
4193,flute,28.0,40472.0,26.0,0.000683
4194,flute,22.0,35405.0,20.0,0.0004
4195,flute,111.0,77945.0,109.0,0.006985
4196,flute,35.0,41396.0,33.0,0.000344
4197,flute,88.0,72842.0,86.0,0.004716
4198,flute,37.0,47472.0,35.0,0.000442
4199,flute,15.0,32396.0,13.0,6.6e-05
4200,flute,105.0,73613.0,103.0,0.006134
4201,flute,40.0,48204.0,38.0,0.000762
4202,flute,63.0,57794.0,61.0,0.001929
4203,flute,9.0,26842.0,7.0,2e-06
4204,flute,96.0,71037.0,94.0,0.003482
4205,flute,101.0,76039.0,99.0,0.002674
4206,flute,21.0,30939.0,19.0,0.000365
4207,flute,105.0,78265.0,103.0,0.006599
4208,flute,99.0,73865.0,97.0,0.003833
4209,flute,101.0,72802.0,99.0,0.003816
4210,flute,38.0,44133.0,36.0,0.001232
4211,flute,67.0,61630.0,65.0,0.002791
4212,flute,15.0,32871.0,13.0,8.6e-05
4213,flute,89.0,70801.0,87.0,0.007559
4214,flute,63.0,62534.0,61.0,0.001269
4215,flute,48.0,52929.0,46.0,0.00068
4216,flute,54.0,54559.0,52.0,0.00095
4217,flute,50.0,50681.0,48.0,0.001581
4218,flute,85.0,71017.0,83.0,0.0049
4219,flute,88.0,74784.0,86.0,0.002978
4220,flute,9.0,21562.0,7.0,2e-06
4221,flute,13.0,24102.0,11.0,3.4e-05
4222,flute,117.0,78820.0,115.0,0.006529
4223,flute,57.0,58930.0,55.0,0.001635
4224,flute,28.0,40945.0,26.0,0.000429
4225,flute,36.0,49872.0,34.0,0.000569
4226,flute,80.0,65190.0,78.0,0.002321
4227,flute,98.0,73611.0,96.0,0.006297
4228,flute,85.0,71605.0,83.0,0.003434
4229,flute,85.0,70712.0,83.0,0.006008
4230,flute,70.0,59163.0,68.0,0.001697
4231,flute,73.0,64720.0,71.0,0.004105
4232,flute,88.0,68057.0,86.0,0.003565
4233,flute,29.0,38826.0,27.0,0.000442
4234,flute,43.0,49990.0,41.0,0.001344
4235,flute,32.0,43940.0,30.0,0.000635
4236,flute,21.0,34782.0,19.0,0.000363
4237,flute,100.0,77576.0,98.0,0.004889
4238,flute,99.0,73037.0,97.0,0.003335
4239,flute,88.0,73246.0,86.0,0.005309
4240,flute,32.0,43341.0,30.0,0.000378
4241,flute,72.0,66909.0,70.0,0.003146
4242,flute,75.0,65564.0,73.0,0.002057
4243,flute,92.0,67345.0,90.0,0.004146
4244,flute,28.0,43235.0,26.0,0.001151
4245,flute,23.0,37897.0,21.0,0.00031
4246,flute,40.0,47943.0,38.0,0.001228
4247,flute,99.0,71180.0,97.0,0.004955
4248,flute,65.0,63815.0,63.0,0.004047
4249,flute,93.0,73624.0,91.0,0.00395
4250,flute,13.0,27332.0,11.0,3.9e-05
4251,flute,42.0,48218.0,40.0,0.00087
4252,flute,53.0,55887.0,51.0,0.002185
4253,flute,35.0,44666.0,33.0,0.000413
4254,flute,106.0,79970.0,104.0,0.006539
4255,flute,47.0,52053.0,45.0,0.001054
4256,flute,70.0,61996.0,68.0,0.001609
4257,flute,102.0,75099.0,100.0,0.005857
4258,flute,54.0,55872.0,52.0,0.00105
4259,flute,72.0,66331.0,70.0,0.003193
4260,flute,83.0,69441.0,81.0,0.003448
4261,flute,75.0,67512.0,73.0,0.00289
4262,flute,97.0,76439.0,95.0,0.003674
4263,flute,71.0,61872.0,69.0,0.002535
4264,flute,97.0,72132.0,95.0,0.004379
4265,flute,115.0,82320.0,113.0,0.004597
4266,flute,62.0,60338.0,60.0,0.00199
4267,flute,110.0,79171.0,108.0,0.008115
4268,flute,109.0,78908.0,107.0,0.003894
4269,flute,95.0,74655.0,93.0,0.003405
4270,flute,115.0,80031.0,113.0,0.005093
4271,flute,38.0,48261.0,36.0,0.001237
4272,flute,13.0,26570.0,11.0,3.3e-05
4273,flute,45.0,48735.0,43.0,0.003085
4274,flute,106.0,79512.0,104.0,0.002993
4275,flute,47.0,49930.0,45.0,0.001249
4276,flute,22.0,36066.0,20.0,0.00058
4277,flute,95.0,72293.0,93.0,0.006047
4278,flute,18.0,29663.0,16.0,8.7e-05
4279,flute,108.0,78765.0,106.0,0.004581
4280,flute,20.0,34101.0,18.0,0.000359
4281,flute,119.0,81341.0,117.0,0.005264
4282,flute,98.0,74788.0,96.0,0.003332
4283,flute,70.0,61376.0,68.0,0.001873
4284,flute,51.0,53719.0,49.0,0.002281
4285,flute,77.0,62692.0,75.0,0.002489
4286,flute,10.0,22519.0,8.0,7e-06
4287,flute,74.0,66319.0,72.0,0.002552
4288,flute,24.0,35550.0,22.0,0.000521
4289,flute,31.0,39624.0,29.0,0.000268
4290,flute,105.0,79984.0,103.0,0.005878
4291,flute,19.0,28612.0,17.0,0.00023
4292,flute,14.0,24972.0,12.0,4.9e-05
4293,flute,24.0,39009.0,22.0,0.000578
4294,flute,59.0,59371.0,57.0,0.001643
4295,flute,68.0,62481.0,66.0,0.002453
4296,flute,10.0,19080.0,8.0,2e-06
4297,flute,116.0,80031.0,114.0,0.008053
4298,flute,21.0,34656.0,19.0,0.000369
4299,flute,84.0,67167.0,82.0,0.004911
4300,flute,16.0,27466.0,14.0,0.000117
4301,flute,115.0,83672.0,113.0,0.008662
4302,flute,60.0,55419.0,58.0,0.002679
4303,flute,34.0,45001.0,32.0,0.000635
4304,flute,109.0,76583.0,107.0,0.008964
4305,flute,92.0,71252.0,90.0,0.006415
4306,flute,49.0,56498.0,47.0,0.001023
4307,flute,87.0,72790.0,85.0,0.006029
4308,flute,44.0,48239.0,42.0,0.001127
4309,flute,52.0,55605.0,50.0,0.000834
4310,flute,78.0,63569.0,76.0,0.002302
4311,flute,96.0,74328.0,94.0,0.006023
4312,flute,111.0,77939.0,109.0,0.006649
4313,flute,47.0,54362.0,45.0,0.001527
4314,flute,73.0,60130.0,71.0,0.002134
4315,flute,97.0,71711.0,95.0,0.005025
4316,flute,90.0,68343.0,88.0,0.004597
4317,flute,103.0,76158.0,101.0,0.005843
4318,flute,57.0,58081.0,55.0,0.002106
4319,flute,70.0,61746.0,68.0,0.003553
4320,flute,70.0,66005.0,68.0,0.001534
4321,flute,12.0,28627.0,10.0,2e-05
4322,flute,99.0,74004.0,97.0,0.002877
4323,flute,59.0,58337.0,57.0,0.001865
4324,flute,18.0,33932.0,16.0,0.000178
4325,flute,38.0,45271.0,36.0,0.000915
4326,flute,44.0,49361.0,42.0,0.001056
4327,flute,70.0,60973.0,68.0,0.001812
4328,flute,19.0,29192.0,17.0,0.00025
4329,flute,25.0,38366.0,23.0,0.000761
4330,flute,42.0,52505.0,40.0,0.001507
4331,flute,54.0,57306.0,52.0,0.001538
4332,flute,106.0,78845.0,104.0,0.003382
4333,flute,80.0,68510.0,78.0,0.005111
4334,flute,91.0,69597.0,89.0,0.005925
4335,flute,78.0,67617.0,76.0,0.002529
4336,flute,74.0,63990.0,72.0,0.002071
4337,flute,120.0,77226.0,118.0,0.005649
4338,flute,48.0,47165.0,46.0,0.000741
4339,flute,42.0,50310.0,40.0,0.000997
4340,flute,109.0,78299.0,107.0,0.00471
4341,flute,102.0,71705.0,100.0,0.003397
4342,flute,80.0,68364.0,78.0,0.003441
4343,flute,75.0,66758.0,73.0,0.003238
4344,flute,17.0,29861.0,15.0,0.000166
4345,flute,102.0,74267.0,100.0,0.00397
4346,flute,59.0,55817.0,57.0,0.001507
4347,flute,39.0,48057.0,37.0,0.000625
4348,flute,63.0,62587.0,61.0,0.002918
4349,flute,59.0,57773.0,57.0,0.003119
4350,flute,9.0,20824.0,7.0,2e-06
4351,flute,44.0,46725.0,42.0,0.000591
4352,flute,73.0,63190.0,71.0,0.001734
4353,flute,13.0,30603.0,11.0,3.1e-05
4354,flute,64.0,62523.0,62.0,0.00144
4355,flute,54.0,58025.0,52.0,0.002486
4356,flute,11.0,24824.0,9.0,7e-06
4357,flute,49.0,54193.0,47.0,0.002706
4358,flute,53.0,54543.0,51.0,0.001411
4359,flute,21.0,34660.0,19.0,0.000328
4360,flute,81.0,67850.0,79.0,0.003204
4361,flute,63.0,59515.0,61.0,0.001864
4362,flute,48.0,50795.0,46.0,0.002442
4363,flute,104.0,76216.0,102.0,0.005717
4364,flute,98.0,73172.0,96.0,0.006403
4365,flute,64.0,58480.0,62.0,0.00191
4366,flute,54.0,55481.0,52.0,0.002159
4367,flute,59.0,58645.0,57.0,0.001812
4368,flute,118.0,78832.0,116.0,0.004731
4369,flute,68.0,65115.0,66.0,0.003268
4370,flute,103.0,73290.0,101.0,0.004045
4371,flute,92.0,71625.0,90.0,0.003487
4372,flute,25.0,39422.0,23.0,0.000526
4373,flute,29.0,40133.0,27.0,0.000491
4374,flute,49.0,58081.0,47.0,0.001623
4375,flute,58.0,60428.0,56.0,0.002434
4376,flute,38.0,44843.0,36.0,0.001382
4377,flute,108.0,79711.0,106.0,0.00665
4378,flute,96.0,71685.0,94.0,0.003474
4379,flute,70.0,66305.0,68.0,0.003228
4380,flute,74.0,69316.0,72.0,0.005379
4381,flute,79.0,64085.0,77.0,0.002244
4382,flute,65.0,64249.0,63.0,0.003748
4383,flute,92.0,75383.0,90.0,0.008134
4384,flute,65.0,60296.0,63.0,0.001386
4385,flute,26.0,34635.0,24.0,0.000373
4386,flute,58.0,57017.0,56.0,0.001311
4387,flute,26.0,39681.0,24.0,0.000455
4388,flute,44.0,50788.0,42.0,0.000635
4389,flute,13.0,26092.0,11.0,3.1e-05
4390,flute,13.0,25110.0,11.0,3.4e-05
4391,flute,60.0,61874.0,58.0,0.003302
4392,flute,110.0,82079.0,108.0,0.003779
4393,flute,19.0,28382.0,17.0,0.000214
4394,flute,17.0,28392.0,15.0,0.000102
4395,flute,28.0,41802.0,26.0,0.001056
4396,flute,50.0,56829.0,48.0,0.003607
4397,flute,29.0,40310.0,27.0,0.000449
4398,flute,30.0,41738.0,28.0,0.000474
4399,flute,99.0,76700.0,97.0,0.003277
4400,flute,115.0,79672.0,113.0,0.00541
4401,flute,23.0,33057.0,21.0,0.000509
4402,flute,116.0,83058.0,114.0,0.005981
4403,flute,14.0,33459.0,12.0,6.5e-05
4404,flute,59.0,56270.0,57.0,0.001681
4405,flute,59.0,58502.0,57.0,0.002021
4406,flute,99.0,74865.0,97.0,0.003726
4407,flute,26.0,38984.0,24.0,0.000315
4408,flute,11.0,24026.0,9.0,8e-06
4409,flute,109.0,79405.0,107.0,0.00634
4410,flute,71.0,64153.0,69.0,0.003402
4411,flute,13.0,23861.0,11.0,4.2e-05
4412,flute,30.0,41386.0,28.0,0.000887
4413,flute,14.0,28116.0,12.0,6.5e-05
4414,flute,18.0,30841.0,16.0,0.000145
4415,flute,35.0,44782.0,33.0,0.000969
4416,flute,104.0,74086.0,102.0,0.003011
4417,flute,120.0,81318.0,118.0,0.004329
4418,flute,15.0,29506.0,13.0,9.2e-05
4419,flute,103.0,71289.0,101.0,0.002944
4420,flute,35.0,39841.0,33.0,0.000549
4421,flute,42.0,45181.0,40.0,0.000969
4422,flute,14.0,28508.0,12.0,6.1e-05
4423,flute,111.0,82712.0,109.0,0.003658
4424,flute,49.0,51712.0,47.0,0.001107
4425,flute,62.0,54892.0,60.0,0.002006
4426,flute,76.0,66301.0,74.0,0.004522
4427,flute,73.0,65167.0,71.0,0.002976
4428,flute,107.0,78108.0,105.0,0.006481
4429,flute,84.0,68938.0,82.0,0.001776
4430,flute,29.0,45657.0,27.0,0.000408
4431,flute,114.0,80423.0,112.0,0.005182
4432,flute,26.0,37622.0,24.0,0.000494
4433,flute,23.0,39203.0,21.0,0.000388
4434,flute,97.0,75989.0,95.0,0.006198
4435,flute,116.0,78341.0,114.0,0.004902
4436,flute,28.0,39656.0,26.0,0.000468
4437,flute,50.0,57327.0,48.0,0.001171
4438,flute,38.0,49881.0,36.0,0.00161
4439,flute,118.0,79058.0,116.0,0.009809
4440,flute,79.0,61797.0,77.0,0.003724
4441,flute,70.0,62292.0,68.0,0.003465
4442,flute,12.0,25798.0,10.0,2.2e-05
4443,flute,9.0,14578.0,7.0,1e-06
4444,flute,29.0,39946.0,27.0,0.000525
4445,flute,93.0,74463.0,91.0,0.005038
4446,flute,19.0,24886.0,17.0,0.000237
4447,flute,93.0,70562.0,91.0,0.003252
4448,flute,15.0,29933.0,13.0,9e-05
4449,flute,113.0,81908.0,111.0,0.006916
4450,flute,87.0,65947.0,85.0,0.002979
4451,flute,50.0,54451.0,48.0,0.00181
4452,flute,34.0,41668.0,32.0,0.000656
4453,flute,28.0,44468.0,26.0,0.000542
4454,flute,84.0,65652.0,82.0,0.003861
4455,flute,65.0,61304.0,63.0,0.001908
4456,flute,103.0,71690.0,101.0,0.003272
4457,flute,71.0,64198.0,69.0,0.003699
4458,flute,18.0,30621.0,16.0,0.000144
4459,flute,28.0,39179.0,26.0,0.000516
4460,flute,34.0,44467.0,32.0,0.001349
4461,flute,60.0,53362.0,58.0,0.002059
4462,flute,118.0,84794.0,116.0,0.006859
4463,flute,74.0,59818.0,72.0,0.003043
4464,flute,113.0,77634.0,111.0,0.004069
4465,flute,60.0,58128.0,58.0,0.000973
4466,flute,16.0,30950.0,14.0,9e-05
4467,flute,115.0,79698.0,113.0,0.006951
4468,flute,92.0,74340.0,90.0,0.002736
4469,flute,85.0,69286.0,83.0,0.002471
4470,flute,96.0,74418.0,94.0,0.002891
4471,flute,44.0,50500.0,42.0,0.000864
4472,flute,72.0,65543.0,70.0,0.002039
4473,flute,12.0,25644.0,10.0,2e-05
4474,flute,56.0,54393.0,54.0,0.001461
4475,flute,15.0,24336.0,13.0,6.9e-05
4476,flute,28.0,39845.0,26.0,0.000445
4477,flute,31.0,40999.0,29.0,0.000949
4478,flute,104.0,75163.0,102.0,0.006107
4479,flute,62.0,59444.0,60.0,0.002608
4480,flute,25.0,37244.0,23.0,0.000438
4481,flute,116.0,82219.0,114.0,0.009058
4482,flute,65.0,59711.0,63.0,0.00251
4483,flute,89.0,69637.0,87.0,0.002406
4484,flute,106.0,76399.0,104.0,0.00668
4485,flute,86.0,70510.0,84.0,0.003281
4486,flute,80.0,68558.0,78.0,0.002799
4487,flute,9.0,18371.0,7.0,2e-06
4488,flute,106.0,77264.0,104.0,0.007584
4489,flute,98.0,73921.0,96.0,0.005909
4490,flute,70.0,61548.0,68.0,0.002151
4491,flute,120.0,82454.0,118.0,0.008008
4492,flute,52.0,51910.0,50.0,0.002152
4493,flute,87.0,68692.0,85.0,0.003098
4494,flute,35.0,49395.0,33.0,0.000712
4495,flute,27.0,40601.0,25.0,0.000707
4496,flute,101.0,73171.0,99.0,0.006033
4497,flute,14.0,21616.0,12.0,5.6e-05
4498,flute,58.0,58853.0,56.0,0.002786
4499,flute,61.0,56808.0,59.0,0.002111
4500,flute,80.0,63293.0,78.0,0.005937
4501,flute,24.0,38532.0,22.0,0.00076
4502,flute,84.0,70731.0,82.0,0.002365
4503,flute,67.0,59556.0,65.0,0.002316
4504,flute,72.0,67033.0,70.0,0.002005
4505,flute,34.0,43627.0,32.0,0.001539
4506,flute,34.0,45892.0,32.0,0.000694
4507,flute,23.0,33023.0,21.0,0.000268
4508,flute,82.0,66743.0,80.0,0.002682
4509,flute,31.0,47759.0,29.0,0.000406
4510,flute,103.0,79334.0,101.0,0.00603
4511,flute,57.0,56815.0,55.0,0.00151
4512,flute,49.0,52713.0,47.0,0.002274
4513,flute,13.0,27872.0,11.0,3.6e-05
4514,flute,37.0,48648.0,35.0,0.000507
4515,flute,86.0,69049.0,84.0,0.003997
4516,flute,117.0,80682.0,115.0,0.007691
4517,flute,83.0,68660.0,81.0,0.005724
4518,flute,102.0,79593.0,100.0,0.00564
4519,flute,48.0,53710.0,46.0,0.00123
4520,flute,26.0,33867.0,24.0,0.00031
4521,flute,32.0,46650.0,30.0,0.000772
4522,flute,25.0,35774.0,23.0,0.000515
4523,flute,13.0,22283.0,11.0,3.1e-05
4524,flute,69.0,59546.0,67.0,0.001942
4525,flute,30.0,38134.0,28.0,0.000269
4526,flute,34.0,47512.0,32.0,0.000703
4527,flute,93.0,69312.0,91.0,0.004017
4528,flute,56.0,52379.0,54.0,0.001102
4529,flute,8.0,20226.0,6.0,1e-06
4530,flute,28.0,36994.0,26.0,0.000317
4531,flute,118.0,84708.0,116.0,0.007299
4532,flute,86.0,66603.0,84.0,0.003385
4533,flute,66.0,65514.0,64.0,0.002197
4534,flute,96.0,75236.0,94.0,0.003504
4535,flute,120.0,76821.0,118.0,0.004263
4536,flute,74.0,70209.0,72.0,0.002858
4537,flute,66.0,61800.0,64.0,0.002324
4538,flute,98.0,73239.0,96.0,0.004008
4539,flute,16.0,26680.0,14.0,8.7e-05
4540,flute,113.0,78949.0,111.0,0.004074
4541,flute,57.0,58311.0,55.0,0.006039
4542,flute,25.0,40439.0,23.0,0.001207
4543,flute,7.0,24785.0,5.0,1e-06
4544,flute,51.0,50309.0,49.0,0.00214
4545,flute,55.0,53225.0,53.0,0.001703
4546,flute,42.0,46265.0,40.0,0.000536
4547,flute,78.0,65722.0,76.0,0.003879
4548,flute,42.0,46115.0,40.0,0.000599
4549,flute,58.0,58651.0,56.0,0.002221
4550,flute,86.0,72872.0,84.0,0.004148
4551,flute,22.0,38709.0,20.0,0.000379
4552,flute,87.0,69982.0,85.0,0.004005
4553,flute,75.0,67072.0,73.0,0.005253
4554,flute,64.0,58670.0,62.0,0.001801
4555,flute,79.0,67563.0,77.0,0.002561
4556,flute,60.0,60305.0,58.0,0.001369
4557,flute,85.0,69041.0,83.0,0.003954
4558,flute,46.0,56490.0,44.0,0.000822
4559,flute,52.0,55201.0,50.0,0.001921
4560,flute,65.0,56898.0,63.0,0.002332
4561,flute,29.0,40838.0,27.0,0.001118
4562,flute,113.0,77247.0,111.0,0.005377
4563,flute,78.0,66005.0,76.0,0.002379
4564,flute,88.0,70480.0,86.0,0.003798
4565,flute,49.0,52843.0,47.0,0.00157
4566,flute,64.0,57839.0,62.0,0.001571
4567,flute,71.0,62706.0,69.0,0.002887
4568,flute,32.0,41258.0,30.0,0.00037
4569,flute,29.0,36192.0,27.0,0.00057
4570,flute,30.0,42065.0,28.0,0.000587
4571,flute,38.0,46922.0,36.0,0.000665
4572,flute,36.0,44355.0,34.0,0.000844
4573,flute,66.0,61344.0,64.0,0.002383
4574,flute,112.0,80566.0,110.0,0.006781
4575,flute,118.0,84291.0,116.0,0.004947
4576,flute,27.0,43261.0,25.0,0.000513
4577,flute,106.0,77931.0,104.0,0.002712
4578,flute,52.0,49528.0,50.0,0.002063
4579,flute,26.0,39144.0,24.0,0.001079
4580,flute,93.0,72187.0,91.0,0.005645
4581,flute,110.0,77585.0,108.0,0.003606
4582,flute,98.0,75312.0,96.0,0.003573
4583,flute,18.0,26648.0,16.0,0.000219
4584,flute,8.0,17383.0,6.0,1e-06
4585,flute,85.0,69502.0,83.0,0.002559
4586,flute,26.0,38512.0,24.0,0.000561
4587,flute,67.0,60861.0,65.0,0.003309
4588,flute,85.0,70014.0,83.0,0.002583
4589,flute,14.0,32719.0,12.0,8.2e-05
4590,flute,74.0,59303.0,72.0,0.004113
