,Algorithm,Num_Terminals,Wirelength,Num Steiner Points,CPU Time
9528,flute,69.0,59976.0,67.0,0.003863
9529,flute,68.0,61676.0,66.0,0.003236
9530,flute,58.0,55792.0,56.0,0.001565
9531,flute,8.0,16082.0,6.0,1e-06
9532,flute,26.0,35085.0,24.0,0.000729
9533,flute,41.0,49052.0,39.0,0.000844
9534,flute,104.0,78879.0,102.0,0.005508
9535,flute,113.0,79889.0,111.0,0.006171
9536,flute,77.0,65333.0,75.0,0.003092
9537,flute,26.0,35912.0,24.0,0.000315
9538,flute,48.0,49696.0,46.0,0.001047
9539,flute,76.0,62085.0,74.0,0.003793
9540,flute,110.0,81048.0,108.0,0.007496
9541,flute,32.0,45175.0,30.0,0.000331
9542,flute,61.0,58221.0,59.0,0.00372
9543,flute,77.0,64572.0,75.0,0.002858
9544,flute,60.0,61234.0,58.0,0.002568
9545,flute,14.0,25101.0,12.0,3.6e-05
9546,flute,115.0,80695.0,113.0,0.007418
9547,flute,36.0,46051.0,34.0,0.001705
9548,flute,28.0,42334.0,26.0,0.000946
9549,flute,19.0,35245.0,17.0,0.000167
9550,flute,67.0,62340.0,65.0,0.002471
9551,flute,65.0,63042.0,63.0,0.001821
9552,flute,92.0,72384.0,90.0,0.00283
9553,flute,48.0,48778.0,46.0,0.002103
9554,flute,84.0,68640.0,82.0,0.003134
9555,flute,98.0,75285.0,96.0,0.006578
9556,flute,117.0,79327.0,115.0,0.004713
9557,flute,117.0,78959.0,115.0,0.006945
9558,flute,18.0,29868.0,16.0,0.00015
9559,flute,81.0,66642.0,79.0,0.002276
9560,flute,64.0,58738.0,62.0,0.001867
9561,flute,80.0,65388.0,78.0,0.003281
9562,flute,119.0,81659.0,117.0,0.006293
9563,flute,22.0,34116.0,20.0,0.000383
9564,flute,85.0,66614.0,83.0,0.003127
9565,flute,33.0,43689.0,31.0,0.000767
9566,flute,98.0,69871.0,96.0,0.004049
9567,flute,86.0,67833.0,84.0,0.003167
9568,flute,110.0,75513.0,108.0,0.003133
9569,flute,22.0,38153.0,20.0,0.00036
9570,flute,92.0,71769.0,90.0,0.003653
9571,flute,116.0,80941.0,114.0,0.003896
9572,flute,75.0,66327.0,73.0,0.00421
9573,flute,111.0,79948.0,109.0,0.004444
9574,flute,95.0,69479.0,93.0,0.004706
9575,flute,44.0,50168.0,42.0,0.001242
9576,flute,73.0,64435.0,71.0,0.001905
9577,flute,68.0,60559.0,66.0,0.002994
9578,flute,30.0,42940.0,28.0,0.000659
9579,flute,80.0,62552.0,78.0,0.002672
9580,flute,30.0,38124.0,28.0,0.000709
9581,flute,19.0,31488.0,17.0,0.000152
9582,flute,27.0,37835.0,25.0,0.000485
9583,flute,103.0,73006.0,101.0,0.004756
9584,flute,85.0,71714.0,83.0,0.005286
9585,flute,47.0,56936.0,45.0,0.001008
9586,flute,47.0,49869.0,45.0,0.00135
9587,flute,38.0,49229.0,36.0,0.000585
9588,flute,99.0,78297.0,97.0,0.003448
9589,flute,116.0,78457.0,114.0,0.007109
9590,flute,67.0,54735.0,65.0,0.002338
9591,flute,113.0,78090.0,111.0,0.006594
9592,flute,7.0,24157.0,5.0,2e-06
9593,flute,22.0,34791.0,20.0,0.000449
9594,flute,112.0,78616.0,110.0,0.004698
9595,flute,68.0,65201.0,66.0,0.002198
9596,flute,63.0,62855.0,61.0,0.003368
9597,flute,41.0,46834.0,39.0,0.000628
9598,flute,54.0,51469.0,52.0,0.001198
9599,flute,38.0,51885.0,36.0,0.001705
9600,flute,53.0,55780.0,51.0,0.00151
9601,flute,80.0,66066.0,78.0,0.002548
9602,flute,77.0,72001.0,75.0,0.002549
9603,flute,84.0,72361.0,82.0,0.003739
9604,flute,36.0,45883.0,34.0,0.000702
9605,flute,59.0,60727.0,57.0,0.000987
9606,flute,93.0,69947.0,91.0,0.003768
9607,flute,75.0,66264.0,73.0,0.003109
9608,flute,93.0,70623.0,91.0,0.004934
9609,flute,61.0,55381.0,59.0,0.001975
9610,flute,49.0,52804.0,47.0,0.000713
9611,flute,46.0,50255.0,44.0,0.00072
9612,flute,89.0,73001.0,87.0,0.006551
9613,flute,83.0,64854.0,81.0,0.005015
9614,flute,94.0,73859.0,92.0,0.003018
9615,flute,120.0,81848.0,118.0,0.006548
9616,flute,113.0,82493.0,111.0,0.008681
9617,flute,33.0,47585.0,31.0,0.000417
9618,flute,31.0,40414.0,29.0,0.00065
9619,flute,63.0,61612.0,61.0,0.00203
9620,flute,32.0,43555.0,30.0,0.000874
9621,flute,99.0,76699.0,97.0,0.004374
9622,flute,19.0,31712.0,17.0,0.000225
9623,flute,37.0,45602.0,35.0,0.000856
9624,flute,53.0,58183.0,51.0,0.002317
9625,flute,84.0,68557.0,82.0,0.002944
9626,flute,47.0,51840.0,45.0,0.001517
9627,flute,84.0,69407.0,82.0,0.006022
9628,flute,81.0,69095.0,79.0,0.002365
9629,flute,62.0,63892.0,60.0,0.002624
9630,flute,39.0,49159.0,37.0,0.000976
9631,flute,104.0,75785.0,102.0,0.004697
9632,flute,58.0,54772.0,56.0,0.003213
9633,flute,72.0,62067.0,70.0,0.003944
9634,flute,21.0,37890.0,19.0,0.000318
9635,flute,104.0,75672.0,102.0,0.006536
9636,flute,31.0,42247.0,29.0,0.000548
9637,flute,99.0,78781.0,97.0,0.00353
9638,flute,96.0,75898.0,94.0,0.006305
9639,flute,69.0,62756.0,67.0,0.004232
9640,flute,95.0,71251.0,93.0,0.004813
9641,flute,85.0,67661.0,83.0,0.002075
9642,flute,50.0,53471.0,48.0,0.001463
9643,flute,97.0,70859.0,95.0,0.004744
9644,flute,45.0,47798.0,43.0,0.001043
9645,flute,87.0,69998.0,85.0,0.003071
9646,flute,41.0,47101.0,39.0,0.000867
9647,flute,87.0,69997.0,85.0,0.002994
9648,flute,111.0,79777.0,109.0,0.005575
9649,flute,87.0,74252.0,85.0,0.002578
9650,flute,31.0,44372.0,29.0,0.000713
9651,flute,36.0,43752.0,34.0,0.000724
9652,flute,33.0,46102.0,31.0,0.000687
9653,flute,104.0,74204.0,102.0,0.004709
9654,flute,97.0,74624.0,95.0,0.006683
9655,flute,111.0,74607.0,109.0,0.005838
9656,flute,46.0,48543.0,44.0,0.002441
9657,flute,53.0,57990.0,51.0,0.001339
9658,flute,14.0,30470.0,12.0,5.1e-05
9659,flute,26.0,41147.0,24.0,0.001968
9660,flute,69.0,61695.0,67.0,0.001767
9661,flute,26.0,36931.0,24.0,0.000416
9662,flute,63.0,58703.0,61.0,0.00168
9663,flute,103.0,71232.0,101.0,0.004882
9664,flute,36.0,44240.0,34.0,0.000822
9665,flute,64.0,61098.0,62.0,0.002414
9666,flute,15.0,30092.0,13.0,8.9e-05
9667,flute,45.0,52911.0,43.0,0.002203
9668,flute,119.0,84316.0,117.0,0.005458
9669,flute,32.0,40945.0,30.0,0.000466
9670,flute,112.0,76501.0,110.0,0.004821
9671,flute,56.0,52465.0,54.0,0.000774
9672,flute,36.0,46095.0,34.0,0.000652
9673,flute,112.0,75335.0,110.0,0.004043
9674,flute,65.0,59766.0,63.0,0.00351
9675,flute,38.0,47658.0,36.0,0.000984
9676,flute,75.0,63951.0,73.0,0.002374
9677,flute,37.0,48142.0,35.0,0.000487
9678,flute,98.0,73144.0,96.0,0.006648
9679,flute,50.0,57267.0,48.0,0.001423
9680,flute,114.0,78672.0,112.0,0.004747
9681,flute,79.0,62243.0,77.0,0.003905
9682,flute,106.0,78040.0,104.0,0.00773
9683,flute,72.0,64888.0,70.0,0.002826
9684,flute,39.0,49310.0,37.0,0.000876
9685,flute,53.0,56640.0,51.0,0.001784
9686,flute,9.0,18595.0,7.0,2e-06
9687,flute,81.0,69985.0,79.0,0.00378
9688,flute,85.0,68394.0,83.0,0.003588
9689,flute,76.0,65414.0,74.0,0.001827
9690,flute,56.0,53596.0,54.0,0.003324
9691,flute,104.0,78047.0,102.0,0.006886
9692,flute,72.0,65392.0,70.0,0.00206
9693,flute,111.0,73549.0,109.0,0.004405
9694,flute,70.0,61371.0,68.0,0.002327
9695,flute,94.0,72959.0,92.0,0.005469
9696,flute,114.0,79391.0,112.0,0.005874
9697,flute,21.0,35669.0,19.0,0.000283
9698,flute,54.0,52459.0,52.0,0.002037
9699,flute,71.0,67333.0,69.0,0.0024
9700,flute,28.0,38272.0,26.0,0.000426
9701,flute,101.0,72654.0,99.0,0.003964
9702,flute,35.0,44558.0,33.0,0.00037
9703,flute,35.0,42981.0,33.0,0.000836
9704,flute,8.0,23530.0,6.0,1e-06
9705,flute,36.0,49609.0,34.0,0.001263
9706,flute,74.0,63265.0,72.0,0.004155
9707,flute,48.0,55520.0,46.0,0.00133
9708,flute,45.0,51303.0,43.0,0.001123
9709,flute,20.0,33536.0,18.0,0.000244
9710,flute,61.0,58575.0,59.0,0.00173
9711,flute,18.0,34689.0,16.0,0.000125
9712,flute,68.0,62798.0,66.0,0.004514
9713,flute,38.0,42711.0,36.0,0.002033
9714,flute,13.0,33063.0,11.0,2.9e-05
9715,flute,92.0,72683.0,90.0,0.003716
9716,flute,92.0,71633.0,90.0,0.005889
9717,flute,81.0,66685.0,79.0,0.003801
9718,flute,112.0,80084.0,110.0,0.005449
9719,flute,72.0,62491.0,70.0,0.001859
9720,flute,118.0,77764.0,116.0,0.005701
9721,flute,73.0,65734.0,71.0,0.003772
9722,flute,89.0,69886.0,87.0,0.003297
9723,flute,78.0,64970.0,76.0,0.003153
9724,flute,70.0,59492.0,68.0,0.002372
9725,flute,84.0,73179.0,82.0,0.003164
9726,flute,66.0,61081.0,64.0,0.002219
9727,flute,119.0,81460.0,117.0,0.007849
9728,flute,108.0,75295.0,106.0,0.004388
9729,flute,48.0,52833.0,46.0,0.001844
9730,flute,105.0,75554.0,103.0,0.003416
9731,flute,7.0,19434.0,5.0,1e-06
9732,flute,25.0,37352.0,23.0,0.000512
9733,flute,9.0,18127.0,7.0,1e-06
9734,flute,36.0,47848.0,34.0,0.000383
9735,flute,24.0,39266.0,22.0,0.000566
9736,flute,24.0,42089.0,22.0,0.000493
9737,flute,104.0,77734.0,102.0,0.004012
9738,flute,90.0,70541.0,88.0,0.003045
9739,flute,61.0,61044.0,59.0,0.003019
9740,flute,19.0,37928.0,17.0,0.000207
9741,flute,18.0,34870.0,16.0,0.000117
9742,flute,48.0,53050.0,46.0,0.001469
9743,flute,45.0,51948.0,43.0,0.000848
9744,flute,97.0,74566.0,95.0,0.004355
9745,flute,13.0,27849.0,11.0,3.5e-05
9746,flute,80.0,66729.0,78.0,0.002803
9747,flute,78.0,68133.0,76.0,0.003986
9748,flute,56.0,57138.0,54.0,0.001242
9749,flute,7.0,19532.0,5.0,2e-06
9750,flute,87.0,72323.0,85.0,0.004189
9751,flute,13.0,27113.0,11.0,3.1e-05
9752,flute,47.0,47284.0,45.0,0.00118
9753,flute,21.0,34805.0,19.0,0.000207
9754,flute,88.0,73441.0,86.0,0.002476
9755,flute,16.0,27763.0,14.0,7.8e-05
9756,flute,96.0,74068.0,94.0,0.003965
9757,flute,104.0,76899.0,102.0,0.003035
9758,flute,105.0,79557.0,103.0,0.004005
9759,flute,8.0,17669.0,6.0,2e-06
9760,flute,29.0,39502.0,27.0,0.000478
9761,flute,96.0,72590.0,94.0,0.005523
9762,flute,84.0,67505.0,82.0,0.003549
9763,flute,24.0,29584.0,22.0,0.000485
9764,flute,80.0,70597.0,78.0,0.002508
9765,flute,82.0,70765.0,80.0,0.003918
9766,flute,7.0,18562.0,5.0,1e-06
9767,flute,50.0,53453.0,48.0,0.00093
9768,flute,20.0,35181.0,18.0,0.00028
9769,flute,118.0,79043.0,116.0,0.008707
9770,flute,55.0,51326.0,53.0,0.001335
9771,flute,52.0,54823.0,50.0,0.00247
9772,flute,59.0,57845.0,57.0,0.004324
9773,flute,26.0,40464.0,24.0,0.000433
9774,flute,83.0,65807.0,81.0,0.002016
9775,flute,115.0,77936.0,113.0,0.00379
9776,flute,95.0,77699.0,93.0,0.003449
9777,flute,94.0,70550.0,92.0,0.003718
9778,flute,93.0,70350.0,91.0,0.004511
9779,flute,49.0,51634.0,47.0,0.001244
9780,flute,67.0,60330.0,65.0,0.002619
9781,flute,88.0,72120.0,86.0,0.005756
9782,flute,12.0,27574.0,10.0,1.4e-05
9783,flute,48.0,53202.0,46.0,0.000946
9784,flute,92.0,69932.0,90.0,0.002848
9785,flute,109.0,80180.0,107.0,0.004294
9786,flute,70.0,65516.0,68.0,0.002857
9787,flute,28.0,38937.0,26.0,0.000297
9788,flute,99.0,76084.0,97.0,0.005528
9789,flute,112.0,77174.0,110.0,0.005865
9790,flute,69.0,62323.0,67.0,0.003093
9791,flute,11.0,26869.0,9.0,8e-06
9792,flute,87.0,67067.0,85.0,0.003062
9793,flute,89.0,73387.0,87.0,0.003764
9794,flute,54.0,54541.0,52.0,0.00126
9795,flute,62.0,59179.0,60.0,0.001892
9796,flute,75.0,62255.0,73.0,0.00329
9797,flute,44.0,49112.0,42.0,0.000854
9798,flute,94.0,71095.0,92.0,0.004297
9799,flute,7.0,17942.0,5.0,1e-06
9800,flute,73.0,65310.0,71.0,0.003233
9801,flute,120.0,82053.0,118.0,0.007109
9802,flute,115.0,79924.0,113.0,0.00571
9803,flute,32.0,43396.0,30.0,0.000719
9804,flute,94.0,75104.0,92.0,0.004189
9805,flute,45.0,50560.0,43.0,0.000938
9806,flute,106.0,77007.0,104.0,0.00663
9807,flute,50.0,52547.0,48.0,0.003473
9808,flute,88.0,70257.0,86.0,0.004606
9809,flute,28.0,43658.0,26.0,0.000705
9810,flute,44.0,41808.0,42.0,0.001268
9811,flute,63.0,58493.0,61.0,0.001123
9812,flute,44.0,50194.0,42.0,0.001067
9813,flute,36.0,44089.0,34.0,0.000842
9814,flute,15.0,25040.0,13.0,7.4e-05
9815,flute,119.0,79487.0,117.0,0.003943
9816,flute,66.0,63981.0,64.0,0.003285
9817,flute,47.0,51736.0,45.0,0.001379
9818,flute,61.0,61708.0,59.0,0.003336
9819,flute,69.0,61425.0,67.0,0.00207
9820,flute,85.0,65344.0,83.0,0.002961
9821,flute,113.0,75651.0,111.0,0.00431
9822,flute,89.0,71197.0,87.0,0.003308
9823,flute,90.0,71796.0,88.0,0.003234
9824,flute,43.0,50817.0,41.0,0.000692
9825,flute,70.0,65901.0,68.0,0.005296
9826,flute,10.0,18288.0,8.0,9e-06
9827,flute,19.0,24654.0,17.0,0.000222
9828,flute,45.0,46283.0,43.0,0.001299
9829,flute,40.0,45078.0,38.0,0.00156
9830,flute,14.0,27670.0,12.0,6.6e-05
9831,flute,92.0,71174.0,90.0,0.004477
9832,flute,109.0,80760.0,107.0,0.004402
9833,flute,63.0,59996.0,61.0,0.002403
9834,flute,99.0,75073.0,97.0,0.004468
9835,flute,52.0,54256.0,50.0,0.000989
9836,flute,12.0,25209.0,10.0,2e-05
9837,flute,113.0,80087.0,111.0,0.006223
9838,flute,77.0,67901.0,75.0,0.003664
9839,flute,56.0,58195.0,54.0,0.002062
9840,flute,106.0,75057.0,104.0,0.00755
9841,flute,76.0,66659.0,74.0,0.003909
9842,flute,25.0,34519.0,23.0,0.000658
9843,flute,92.0,70095.0,90.0,0.00388
9844,flute,75.0,64861.0,73.0,0.002746
9845,flute,46.0,52184.0,44.0,0.002091
9846,flute,91.0,73445.0,89.0,0.005101
9847,flute,84.0,70625.0,82.0,0.003881
9848,flute,54.0,54673.0,52.0,0.001558
9849,flute,17.0,33580.0,15.0,0.000199
9850,flute,75.0,63270.0,73.0,0.002812
9851,flute,105.0,76187.0,103.0,0.004147
9852,flute,36.0,48220.0,34.0,0.001753
9853,flute,36.0,47350.0,34.0,0.001608
9854,flute,66.0,60419.0,64.0,0.002626
9855,flute,96.0,68334.0,94.0,0.002907
9856,flute,115.0,79613.0,113.0,0.009895
9857,flute,118.0,80677.0,116.0,0.006759
9858,flute,46.0,50349.0,44.0,0.003223
9859,flute,75.0,62943.0,73.0,0.002533
9860,flute,63.0,63661.0,61.0,0.001382
9861,flute,52.0,57516.0,50.0,0.003685
9862,flute,18.0,35049.0,16.0,0.000137
9863,flute,40.0,48768.0,38.0,0.001696
9864,flute,26.0,37407.0,24.0,0.00036
9865,flute,73.0,65024.0,71.0,0.003628
9866,flute,105.0,74723.0,103.0,0.005043
9867,flute,51.0,54318.0,49.0,0.00136
9868,flute,108.0,79343.0,106.0,0.006299
9869,flute,87.0,70556.0,85.0,0.007592
9870,flute,12.0,27188.0,10.0,2e-05
9871,flute,34.0,47152.0,32.0,0.00081
9872,flute,102.0,75255.0,100.0,0.00458
9873,flute,9.0,23496.0,7.0,3e-06
9874,flute,17.0,27630.0,15.0,0.000127
9875,flute,60.0,60919.0,58.0,0.003085
9876,flute,96.0,75851.0,94.0,0.003433
9877,flute,11.0,22365.0,9.0,1.8e-05
9878,flute,102.0,74168.0,100.0,0.007653
9879,flute,92.0,72579.0,90.0,0.007731
9880,flute,81.0,72814.0,79.0,0.003338
9881,flute,57.0,51759.0,55.0,0.001989
9882,flute,52.0,55807.0,50.0,0.001165
9883,flute,56.0,57373.0,54.0,0.001486
9884,flute,110.0,76641.0,108.0,0.00429
9885,flute,33.0,45853.0,31.0,0.000625
9886,flute,96.0,73591.0,94.0,0.007831
9887,flute,40.0,48922.0,38.0,0.001552
9888,flute,72.0,64132.0,70.0,0.003255
9889,flute,15.0,24076.0,13.0,7.5e-05
9890,flute,93.0,74232.0,91.0,0.003919
9891,flute,50.0,54259.0,48.0,0.001242
9892,flute,44.0,53095.0,42.0,0.001781
9893,flute,88.0,71157.0,86.0,0.002306
9894,flute,68.0,66150.0,66.0,0.002349
9895,flute,79.0,66164.0,77.0,0.002181
9896,flute,33.0,44889.0,31.0,0.000682
9897,flute,52.0,57198.0,50.0,0.001077
9898,flute,107.0,76604.0,105.0,0.006682
9899,flute,90.0,74968.0,88.0,0.002669
9900,flute,97.0,73847.0,95.0,0.003642
9901,flute,114.0,78414.0,112.0,0.004483
9902,flute,37.0,48724.0,35.0,0.002283
9903,flute,109.0,78379.0,107.0,0.005721
9904,flute,47.0,48141.0,45.0,0.00095
9905,flute,17.0,27301.0,15.0,0.000227
9906,flute,92.0,74944.0,90.0,0.005513
9907,flute,28.0,39995.0,26.0,0.000355
9908,flute,116.0,81540.0,114.0,0.008565
9909,flute,96.0,70832.0,94.0,0.003628
9910,flute,93.0,73449.0,91.0,0.007013
9911,flute,88.0,72418.0,86.0,0.006626
9912,flute,22.0,33402.0,20.0,0.000263
9913,flute,93.0,74495.0,91.0,0.006366
9914,flute,93.0,72206.0,91.0,0.004253
9915,flute,120.0,80580.0,118.0,0.005497
9916,flute,81.0,64366.0,79.0,0.004551
9917,flute,97.0,73048.0,95.0,0.00317
9918,flute,90.0,70413.0,88.0,0.005252
9919,flute,16.0,29230.0,14.0,0.000131
9920,flute,101.0,77035.0,99.0,0.007825
9921,flute,49.0,53486.0,47.0,0.001454
9922,flute,116.0,79761.0,114.0,0.004593
9923,flute,80.0,66884.0,78.0,0.002619
9924,flute,72.0,67440.0,70.0,0.002143
9925,flute,49.0,51233.0,47.0,0.00117
9926,flute,77.0,66384.0,75.0,0.004728
9927,flute,58.0,58450.0,56.0,0.003419
9928,flute,12.0,22592.0,10.0,2e-05
9929,flute,65.0,61174.0,63.0,0.002688
9930,flute,37.0,45277.0,35.0,0.000916
9931,flute,51.0,55140.0,49.0,0.001876
9932,flute,71.0,63383.0,69.0,0.002583
9933,flute,98.0,75233.0,96.0,0.007632
9934,flute,51.0,50837.0,49.0,0.001963
9935,flute,41.0,50905.0,39.0,0.000809
9936,flute,27.0,38081.0,25.0,0.000283
9937,flute,43.0,51793.0,41.0,0.000929
9938,flute,115.0,82773.0,113.0,0.004255
9939,flute,24.0,37460.0,22.0,0.000359
9940,flute,60.0,54941.0,58.0,0.001441
9941,flute,25.0,35944.0,23.0,0.000543
9942,flute,93.0,75480.0,91.0,0.00674
9943,flute,19.0,31069.0,17.0,0.000237
9944,flute,16.0,30584.0,14.0,0.000104
9945,flute,25.0,30688.0,23.0,0.000645
9946,flute,48.0,52389.0,46.0,0.001188
9947,flute,86.0,68731.0,84.0,0.005973
9948,flute,68.0,58270.0,66.0,0.003884
9949,flute,34.0,43782.0,32.0,0.001019
9950,flute,102.0,76179.0,100.0,0.005288
9951,flute,13.0,29853.0,11.0,2.2e-05
9952,flute,111.0,79267.0,109.0,0.007561
9953,flute,34.0,44918.0,32.0,0.001317
9954,flute,73.0,63600.0,71.0,0.003918
9955,flute,61.0,60919.0,59.0,0.002068
9956,flute,42.0,51195.0,40.0,0.000805
9957,flute,57.0,53771.0,55.0,0.001737
9958,flute,19.0,34587.0,17.0,0.000255
9959,flute,92.0,66349.0,90.0,0.002797
9960,flute,20.0,38810.0,18.0,0.000233
9961,flute,66.0,64593.0,64.0,0.001872
9962,flute,31.0,43652.0,29.0,0.001002
9963,flute,111.0,78869.0,109.0,0.005205
9964,flute,47.0,55955.0,45.0,0.001605
9965,flute,16.0,34163.0,14.0,0.000109
9966,flute,105.0,71287.0,103.0,0.008046
9967,flute,54.0,58509.0,52.0,0.002513
9968,flute,118.0,84246.0,116.0,0.006217
9969,flute,43.0,50946.0,41.0,0.0014
9970,flute,46.0,53989.0,44.0,0.002001
9971,flute,28.0,43747.0,26.0,0.000659
9972,flute,29.0,42925.0,27.0,0.000677
9973,flute,70.0,63688.0,68.0,0.00169
9974,flute,109.0,74947.0,107.0,0.006999
9975,flute,101.0,75624.0,99.0,0.003661
9976,flute,10.0,27486.0,8.0,1e-05
9977,flute,103.0,74288.0,101.0,0.003915
9978,flute,31.0,37138.0,29.0,0.000418
9979,flute,34.0,41916.0,32.0,0.001157
9980,flute,88.0,67445.0,86.0,0.006123
9981,flute,16.0,31228.0,14.0,0.00014
9982,flute,96.0,69360.0,94.0,0.003004
9983,flute,13.0,23933.0,11.0,3.6e-05
9984,flute,81.0,70072.0,79.0,0.002816
9985,flute,46.0,50492.0,44.0,0.000968
9986,flute,100.0,71790.0,98.0,0.007336
9987,flute,25.0,38493.0,23.0,0.001039
9988,flute,71.0,62562.0,69.0,0.005196
9989,flute,106.0,75242.0,104.0,0.00721
9990,flute,40.0,45989.0,38.0,0.000555
9991,flute,102.0,76372.0,100.0,0.004595
9992,flute,120.0,80870.0,118.0,0.00744
9993,flute,113.0,82518.0,111.0,0.004847
9994,flute,19.0,36167.0,17.0,0.000252
9995,flute,9.0,23151.0,7.0,2e-06
9996,flute,64.0,61448.0,62.0,0.002198
9997,flute,38.0,48192.0,36.0,0.001043
9998,flute,51.0,54803.0,49.0,0.001975
9999,flute,8.0,12968.0,6.0,1e-06
10000,geosteiner,55.0,54232.0,25.0,0.00334
10001,geosteiner,102.0,78094.0,53.0,0.020406
10002,geosteiner,41.0,46542.0,17.0,0.001318
10003,geosteiner,24.0,34412.0,10.0,0.000323
10004,geosteiner,69.0,61346.0,34.0,0.008107
10005,geosteiner,102.0,73375.0,47.0,0.009451
10006,geosteiner,81.0,68889.0,40.0,0.019383
10007,geosteiner,31.0,47937.0,15.0,0.001846
10008,geosteiner,93.0,69959.0,44.0,0.01773
10009,geosteiner,77.0,67249.0,36.0,0.006474
10010,geosteiner,100.0,71150.0,50.0,0.013874
10011,geosteiner,83.0,66519.0,43.0,0.008723
10012,geosteiner,120.0,79712.0,58.0,0.009069
10013,geosteiner,7.0,20987.0,2.0,3.8e-05
10014,geosteiner,68.0,64774.0,31.0,0.005702
10015,geosteiner,53.0,57118.0,22.0,0.010522
10016,geosteiner,77.0,60408.0,33.0,0.003218
10017,geosteiner,60.0,60088.0,29.0,0.003248
10018,geosteiner,83.0,69196.0,39.0,0.012349
10019,geosteiner,73.0,65194.0,33.0,0.007899
10020,geosteiner,36.0,46017.0,17.0,0.00148
10021,geosteiner,33.0,41122.0,14.0,0.001562
10022,geosteiner,103.0,78113.0,50.0,0.00997
10023,geosteiner,22.0,33839.0,12.0,0.000614
10024,geosteiner,115.0,78175.0,52.0,0.01352
10025,geosteiner,22.0,36123.0,10.0,0.001133
10026,geosteiner,32.0,40775.0,17.0,0.000894
10027,geosteiner,120.0,81240.0,54.0,0.016698
10028,geosteiner,61.0,57708.0,33.0,0.004695
10029,geosteiner,14.0,26549.0,5.0,0.000279
10030,geosteiner,10.0,21813.0,4.0,0.000157
10031,geosteiner,104.0,72200.0,46.0,0.007409
10032,geosteiner,35.0,41241.0,15.0,0.000985
10033,geosteiner,73.0,64997.0,33.0,0.005403
10034,geosteiner,98.0,77564.0,47.0,0.013303
10035,geosteiner,88.0,68276.0,45.0,0.005929
10036,geosteiner,71.0,59783.0,32.0,0.003703
10037,geosteiner,93.0,71348.0,45.0,0.007337
10038,geosteiner,18.0,34447.0,8.0,0.000656
10039,geosteiner,71.0,61962.0,33.0,0.003256
10040,geosteiner,39.0,50210.0,18.0,0.001603
10041,geosteiner,34.0,47633.0,14.0,0.001214
10042,geosteiner,66.0,59856.0,32.0,0.003193
10043,geosteiner,10.0,20726.0,3.0,0.000194
10044,geosteiner,7.0,19373.0,4.0,8.5e-05
10045,geosteiner,33.0,44043.0,17.0,0.001874
10046,geosteiner,18.0,31123.0,9.0,0.000539
10047,geosteiner,69.0,60019.0,30.0,0.007425
10048,geosteiner,46.0,48231.0,22.0,0.002262
10049,geosteiner,52.0,59573.0,28.0,0.013086
10050,geosteiner,45.0,51716.0,22.0,0.002617
10051,geosteiner,117.0,78730.0,59.0,0.051976
10052,geosteiner,114.0,80301.0,53.0,0.016535
10053,geosteiner,12.0,31024.0,5.0,0.000376
10054,geosteiner,21.0,35395.0,13.0,0.000971
10055,geosteiner,59.0,55434.0,29.0,0.01096
10056,geosteiner,33.0,39094.0,12.0,0.001221
10057,geosteiner,67.0,60063.0,31.0,0.004025
10058,geosteiner,39.0,45333.0,17.0,0.002516
10059,geosteiner,33.0,46861.0,15.0,0.002221
10060,geosteiner,53.0,57697.0,24.0,0.002351
10061,geosteiner,30.0,40683.0,16.0,0.001208
10062,geosteiner,98.0,74308.0,45.0,0.008787
10063,geosteiner,76.0,64248.0,34.0,0.004327
10064,geosteiner,107.0,74772.0,48.0,0.008225
10065,geosteiner,8.0,27429.0,3.0,0.000106
10066,geosteiner,101.0,72733.0,48.0,0.010061
10067,geosteiner,106.0,79481.0,46.0,0.008555
10068,geosteiner,85.0,70309.0,41.0,0.014129
10069,geosteiner,15.0,28906.0,4.0,0.000333
10070,geosteiner,71.0,64940.0,36.0,0.005078
10071,geosteiner,8.0,20542.0,2.0,0.000181
10072,geosteiner,117.0,85203.0,64.0,0.014877
10073,geosteiner,107.0,79025.0,54.0,0.022628
10074,geosteiner,94.0,73612.0,49.0,0.008579
10075,geosteiner,79.0,65530.0,37.0,0.007139
10076,geosteiner,97.0,72209.0,46.0,0.009468
10077,geosteiner,23.0,37236.0,10.0,0.001168
10078,geosteiner,119.0,85894.0,52.0,0.049083
10079,geosteiner,115.0,82474.0,53.0,0.024278
10080,geosteiner,115.0,79062.0,51.0,0.012736
10081,geosteiner,27.0,39808.0,13.0,0.000729
10082,geosteiner,46.0,50966.0,24.0,0.001975
10083,geosteiner,42.0,46309.0,20.0,0.001777
10084,geosteiner,73.0,66824.0,34.0,0.005141
10085,geosteiner,76.0,62020.0,38.0,0.003851
10086,geosteiner,96.0,71835.0,42.0,0.009839
10087,geosteiner,14.0,27903.0,5.0,0.000338
10088,geosteiner,64.0,59165.0,32.0,0.006646
10089,geosteiner,14.0,29703.0,6.0,0.000199
10090,geosteiner,108.0,78231.0,58.0,0.008574
10091,geosteiner,44.0,48995.0,23.0,0.003443
10092,geosteiner,63.0,58065.0,26.0,0.003182
10093,geosteiner,14.0,26316.0,5.0,0.000251
10094,geosteiner,26.0,37956.0,12.0,0.000955
10095,geosteiner,97.0,69889.0,50.0,0.005659
