,terminals,flute_wl,flute_nsps,flute_ct,geosteiner_wl,geosteiner_nsps,geosteiner_ct,cockayne_wl,cockayne_nsps,cockayne_ct
0,10,20418.0,8.0,0.000143,20418.0,7.0,0.000713,20418.0,8.0,0.033949
1,10,25688.0,8.0,1.1e-05,25540.0,8.0,0.000271,25540.0,8.0,0.027912
2,10,19703.0,8.0,7e-06,19703.0,8.0,0.000216,19703.0,8.0,0.032035
3,10,26659.0,8.0,9e-06,26659.0,8.0,0.000248,26659.0,8.0,0.035991
4,10,22817.0,8.0,1e-06,22817.0,8.0,0.000184,22817.0,8.0,0.021993
5,10,24285.0,8.0,6e-06,24285.0,8.0,9.8e-05,24285.0,8.0,0.025211
6,10,21260.0,8.0,7e-06,21260.0,8.0,0.000244,21260.0,8.0,0.019883
7,10,22287.0,8.0,7e-06,22287.0,7.0,0.000199,22287.0,8.0,0.036089
8,10,18225.0,8.0,5e-06,18225.0,8.0,0.000109,18225.0,8.0,0.023488
9,10,26028.0,8.0,6e-06,26028.0,8.0,0.000105,26028.0,8.0,0.026799
10,10,29119.0,8.0,6e-06,29119.0,8.0,0.000224,29119.0,8.0,0.022966
11,10,20281.0,8.0,2e-06,20281.0,8.0,0.000145,20281.0,8.0,0.021598
12,10,23933.0,8.0,6e-06,23933.0,8.0,0.00025,23933.0,8.0,0.029918
13,10,23439.0,8.0,6e-06,23439.0,8.0,0.00024,23439.0,8.0,0.033926
14,10,25883.0,8.0,5e-06,25883.0,8.0,0.000143,25883.0,8.0,0.023224
15,10,22815.0,8.0,9e-06,22815.0,8.0,0.000145,22815.0,8.0,0.020213
16,10,24992.0,8.0,7e-06,24992.0,8.0,0.000157,24992.0,8.0,0.027551
17,10,24538.0,8.0,6e-06,24538.0,8.0,0.000158,24538.0,8.0,0.027931
18,10,20347.0,8.0,6e-06,20347.0,8.0,0.000178,20347.0,8.0,0.029252
19,10,25248.0,8.0,5e-06,25248.0,8.0,0.000172,25248.0,8.0,0.03218
20,10,20945.0,8.0,6e-06,20945.0,8.0,0.000431,20945.0,8.0,0.031624
21,10,22635.0,8.0,2e-06,22635.0,7.0,9.7e-05,22635.0,7.0,0.023659
22,10,25140.0,8.0,6e-06,25140.0,8.0,0.000248,25140.0,8.0,0.03635
23,10,22992.0,8.0,6e-06,22992.0,8.0,0.000165,22992.0,8.0,0.035198
24,10,23155.0,8.0,2.8e-05,23155.0,8.0,0.000374,23155.0,8.0,0.043191
25,10,20832.0,8.0,7e-06,20832.0,8.0,0.000197,20832.0,8.0,0.027256
26,10,24761.0,8.0,7e-06,24761.0,8.0,0.000363,24761.0,8.0,0.0368
27,10,25049.0,8.0,6e-06,25049.0,8.0,0.000169,25049.0,8.0,0.019734
28,10,23547.0,8.0,8e-06,23547.0,8.0,0.000196,23547.0,8.0,0.037503
29,10,16495.0,8.0,6e-06,16495.0,8.0,0.000221,16495.0,8.0,0.03817
30,10,20149.0,8.0,7e-06,20149.0,8.0,0.000249,20149.0,8.0,0.034951
31,10,23186.0,8.0,6e-06,23186.0,8.0,0.000357,23186.0,8.0,0.035234
32,10,21296.0,8.0,6e-06,21296.0,8.0,0.000191,21296.0,8.0,0.046011
33,10,25219.0,8.0,7e-06,25219.0,8.0,0.000223,25219.0,8.0,0.038995
34,10,22942.0,8.0,6e-06,22765.0,8.0,0.000188,22765.0,8.0,0.025344
35,10,26610.0,8.0,5e-06,26610.0,7.0,0.000142,26610.0,8.0,0.033247
36,10,23429.0,8.0,6e-06,23429.0,8.0,0.000173,23429.0,8.0,0.024011
37,10,23479.0,8.0,5e-06,23319.0,8.0,0.000158,23319.0,8.0,0.035162
38,10,21409.0,8.0,2e-06,21409.0,8.0,0.000188,21409.0,8.0,0.030165
39,10,26952.0,8.0,1e-05,26952.0,8.0,0.000174,26952.0,8.0,0.025721
40,10,23160.0,8.0,6e-06,23160.0,8.0,0.00015,23160.0,8.0,0.031659
41,10,20082.0,8.0,5e-06,20082.0,8.0,0.000166,20082.0,8.0,0.024745
42,10,21273.0,8.0,8e-06,21273.0,8.0,0.000107,21273.0,8.0,0.038408
43,10,20408.0,8.0,7e-06,20408.0,8.0,0.000129,20408.0,8.0,0.034019
44,10,23594.0,8.0,6e-06,23594.0,8.0,0.000142,23594.0,8.0,0.02831
45,10,23427.0,8.0,6e-06,23427.0,8.0,0.000118,23427.0,8.0,0.025941
46,10,25271.0,8.0,5e-06,25271.0,8.0,0.00015,25271.0,8.0,0.019106
47,10,23482.0,8.0,6e-06,23482.0,8.0,0.0002,23482.0,8.0,0.02951
48,10,21546.0,8.0,8e-06,21546.0,8.0,0.000243,21546.0,8.0,0.042293
49,10,24201.0,8.0,6e-06,24201.0,8.0,0.000125,24201.0,8.0,0.025467
50,10,21991.0,8.0,5e-06,21991.0,8.0,0.000238,21991.0,8.0,0.026306
51,10,17878.0,8.0,6e-06,17878.0,8.0,0.000221,17878.0,8.0,0.020574
52,10,14861.0,8.0,6e-06,14861.0,8.0,0.00021,14861.0,8.0,0.0331
53,10,15129.0,8.0,2e-06,15129.0,8.0,0.000176,15129.0,8.0,0.016805
54,10,23492.0,8.0,2e-06,23492.0,8.0,0.000171,23492.0,8.0,0.022854
55,10,27615.0,8.0,5e-06,27615.0,8.0,0.000191,27615.0,8.0,0.031766
56,10,27414.0,8.0,6e-06,27414.0,8.0,0.000141,27414.0,8.0,0.026255
57,10,23609.0,8.0,6e-06,23609.0,8.0,0.000259,23609.0,8.0,0.037247
58,10,23606.0,8.0,6e-06,23606.0,8.0,0.000121,23606.0,8.0,0.029884
59,10,21360.0,8.0,6e-06,21360.0,8.0,0.000179,21360.0,8.0,0.030611
60,10,24983.0,8.0,3e-06,24983.0,7.0,0.000139,24983.0,7.0,0.022346
61,10,24720.0,8.0,6e-06,24720.0,8.0,0.000323,24720.0,8.0,0.034396
62,10,23459.0,8.0,6e-06,23459.0,8.0,0.000164,23459.0,8.0,0.026522
63,10,21737.0,8.0,6e-06,21737.0,8.0,0.000158,21737.0,8.0,0.027553
64,10,21639.0,8.0,6e-06,21508.0,8.0,0.000119,21508.0,8.0,0.029366
65,10,24817.0,8.0,6e-06,24817.0,8.0,0.000231,24817.0,8.0,0.029284
66,10,24878.0,8.0,5e-06,24878.0,8.0,0.000184,24878.0,8.0,0.025172
67,10,23797.0,8.0,5e-06,23797.0,8.0,0.00017,23797.0,8.0,0.03898
68,10,20344.0,8.0,4e-06,20344.0,8.0,0.00018,20344.0,8.0,0.02989
69,10,22202.0,8.0,5e-06,22202.0,8.0,0.000322,22202.0,8.0,0.025649
70,10,24290.0,8.0,5e-06,24290.0,8.0,0.000235,24290.0,8.0,0.028666
71,10,26881.0,8.0,5e-06,26881.0,7.0,0.000159,26881.0,8.0,0.033423
72,10,22429.0,8.0,6e-06,22429.0,8.0,0.00013,22429.0,8.0,0.039552
73,10,27428.0,8.0,6e-06,27428.0,8.0,0.000182,27428.0,8.0,0.027452
74,10,27028.0,8.0,5e-06,27028.0,7.0,0.000165,27028.0,8.0,0.032445
75,10,24149.0,8.0,5e-06,24149.0,8.0,0.000181,24149.0,8.0,0.031422
76,10,26241.0,8.0,2e-06,26241.0,8.0,0.000395,26241.0,8.0,0.022793
77,10,21014.0,8.0,5e-06,21014.0,8.0,0.000137,21014.0,8.0,0.031955
78,10,19836.0,8.0,4e-06,19836.0,8.0,0.000115,19836.0,8.0,0.01954
79,10,17622.0,8.0,7e-06,17622.0,8.0,0.000182,17622.0,8.0,0.02382
80,10,25117.0,8.0,5e-06,25117.0,8.0,0.000127,25117.0,8.0,0.030041
81,10,22454.0,8.0,4e-06,22454.0,8.0,0.000144,22454.0,8.0,0.025672
82,10,24278.0,8.0,5e-06,24278.0,8.0,0.000122,24278.0,8.0,0.021564
83,10,24923.0,8.0,6e-06,24923.0,8.0,0.000264,24923.0,8.0,0.027995
84,10,24934.0,8.0,5e-06,24934.0,8.0,0.000119,24934.0,8.0,0.037453
85,10,25907.0,8.0,5e-06,25907.0,8.0,0.000138,25907.0,8.0,0.028201
86,10,23346.0,8.0,4e-06,23346.0,8.0,0.000205,23346.0,8.0,0.025695
87,10,23366.0,8.0,5e-06,23366.0,8.0,0.000289,23366.0,8.0,0.034279
88,10,28099.0,8.0,6e-06,28099.0,8.0,0.000127,28099.0,8.0,0.026485
89,10,23220.0,8.0,5e-06,23220.0,8.0,0.000187,23220.0,8.0,0.023692
90,10,21183.0,8.0,5e-06,21183.0,8.0,0.000145,21183.0,8.0,0.034473
91,10,23934.0,8.0,5e-06,23934.0,8.0,0.000147,23934.0,8.0,0.030597
92,10,18076.0,8.0,5e-06,18076.0,8.0,0.00033,18076.0,8.0,0.024126
93,10,20536.0,8.0,5e-06,20536.0,8.0,0.000122,20536.0,8.0,0.026172
94,10,21760.0,8.0,4e-06,21760.0,8.0,0.000115,21760.0,8.0,0.023637
95,10,26354.0,8.0,5e-06,26354.0,8.0,0.00024,26354.0,9.0,0.036389
96,10,23999.0,8.0,5e-06,23999.0,8.0,0.000163,23999.0,8.0,0.026292
97,10,23587.0,8.0,6e-06,23587.0,8.0,0.000276,23587.0,8.0,0.028267
98,10,25441.0,8.0,5e-06,25441.0,8.0,0.000222,25441.0,8.0,0.024336
99,10,26707.0,8.0,4e-06,26707.0,8.0,0.00016,26707.0,8.0,0.027687
100,10,19474.0,8.0,4e-06,19474.0,8.0,0.00011,19474.0,8.0,0.030291
101,10,18925.0,8.0,6e-06,18925.0,8.0,0.000148,18925.0,8.0,0.028725
102,10,21489.0,8.0,2e-06,21489.0,8.0,0.000264,21489.0,8.0,0.020956
103,10,20333.0,8.0,5e-06,20333.0,8.0,0.000202,20333.0,8.0,0.035359
104,10,26284.0,8.0,5e-06,26284.0,8.0,0.00011,26284.0,8.0,0.022791
105,10,20934.0,8.0,5e-06,20934.0,8.0,8.9e-05,20934.0,8.0,0.020525
106,10,20744.0,8.0,4e-06,20744.0,8.0,0.000134,20744.0,8.0,0.022698
107,10,24317.0,8.0,5e-06,24317.0,8.0,0.000199,24317.0,8.0,0.031634
108,10,31511.0,8.0,5e-06,31511.0,8.0,0.000268,31511.0,8.0,0.030554
109,10,18471.0,8.0,4e-06,18471.0,7.0,0.000106,18471.0,7.0,0.020914
110,10,23412.0,8.0,4e-06,23412.0,8.0,8.8e-05,23412.0,8.0,0.022064
111,10,25908.0,8.0,6e-06,25908.0,8.0,0.000241,25908.0,8.0,0.032414
112,10,23677.0,8.0,5e-06,23677.0,8.0,0.00018,23677.0,8.0,0.035301
113,10,21784.0,8.0,6e-06,21784.0,8.0,0.00023,21784.0,8.0,0.044607
114,10,23853.0,8.0,5e-06,23853.0,7.0,0.00013,23853.0,7.0,0.031906
115,10,18533.0,8.0,3e-06,18533.0,8.0,0.000137,18533.0,8.0,0.022237
116,10,23121.0,8.0,1e-06,23121.0,8.0,0.00015,23121.0,8.0,0.021515
117,10,20765.0,8.0,5e-06,20765.0,8.0,0.000146,20765.0,8.0,0.028539
118,10,22436.0,8.0,5e-06,22436.0,8.0,0.000103,22436.0,8.0,0.026112
119,10,19890.0,8.0,8e-06,19890.0,8.0,0.000107,19890.0,9.0,0.035248
120,10,19171.0,8.0,6e-06,19171.0,8.0,0.000102,19171.0,8.0,0.031326
121,10,20405.0,8.0,5e-06,20405.0,8.0,0.000185,20405.0,8.0,0.028285
122,10,24407.0,8.0,5e-06,24407.0,8.0,0.000114,24407.0,8.0,0.022202
123,10,24464.0,8.0,6e-06,24391.0,8.0,0.000132,24391.0,8.0,0.026034
124,10,24433.0,8.0,5e-06,24433.0,8.0,0.000162,24433.0,8.0,0.028138
125,10,23287.0,8.0,6e-06,23287.0,8.0,0.000265,23287.0,8.0,0.033864
126,10,21728.0,8.0,5e-06,21728.0,8.0,0.000155,21728.0,8.0,0.031254
127,10,24271.0,8.0,5e-06,24271.0,8.0,0.000236,24271.0,8.0,0.038526
128,10,25260.0,8.0,5e-06,25260.0,8.0,0.0002,25260.0,9.0,0.031375
129,10,24014.0,8.0,6e-06,24014.0,8.0,0.000214,24014.0,8.0,0.028551
130,10,20824.0,8.0,2e-06,20824.0,8.0,0.000178,20824.0,8.0,0.023901
131,10,26086.0,8.0,5e-06,26086.0,8.0,0.000124,26086.0,8.0,0.031378
132,10,24934.0,8.0,5e-06,24934.0,8.0,0.000159,24934.0,8.0,0.025213
133,10,27267.0,8.0,8e-06,27267.0,8.0,0.000211,27267.0,8.0,0.030202
134,10,21918.0,8.0,6e-06,21918.0,8.0,0.000167,21918.0,8.0,0.035947
135,10,25038.0,8.0,5e-06,25038.0,8.0,0.000242,25038.0,8.0,0.024967
136,10,21591.0,8.0,4e-06,21591.0,8.0,0.000166,21591.0,8.0,0.028731
137,10,19760.0,8.0,2e-06,19760.0,8.0,0.000122,19760.0,8.0,0.019871
138,10,27254.0,8.0,5e-06,27254.0,8.0,0.000169,27254.0,8.0,0.026504
139,10,19316.0,8.0,5e-06,19316.0,8.0,0.000178,19316.0,8.0,0.027641
140,10,21684.0,8.0,5e-06,21684.0,8.0,0.000124,21684.0,8.0,0.030568
141,10,22933.0,8.0,4e-06,22933.0,8.0,0.000174,22933.0,8.0,0.028427
142,10,22016.0,8.0,4e-06,22016.0,8.0,0.000202,22016.0,8.0,0.031121
143,10,19591.0,8.0,5e-06,19591.0,8.0,0.000224,19591.0,8.0,0.021646
144,10,24743.0,8.0,5e-06,24743.0,8.0,0.000169,24743.0,8.0,0.028355
145,10,21511.0,8.0,5e-06,21511.0,8.0,0.000103,21511.0,8.0,0.021506
146,10,22735.0,8.0,5e-06,22735.0,8.0,0.000206,22735.0,8.0,0.040031
147,10,22659.0,8.0,6e-06,22659.0,8.0,0.000139,22659.0,8.0,0.029542
148,10,22919.0,8.0,1e-06,22919.0,8.0,0.000189,22919.0,8.0,0.022729
149,10,22803.0,8.0,5e-06,22803.0,8.0,0.000173,22803.0,8.0,0.0262
150,10,19527.0,8.0,4e-06,19527.0,8.0,0.000113,19527.0,8.0,0.025607
151,10,20170.0,8.0,4e-06,20170.0,8.0,0.000156,20170.0,8.0,0.034699
152,10,24750.0,8.0,6e-06,24750.0,8.0,0.000199,24750.0,8.0,0.023576
153,10,26910.0,8.0,5e-06,26910.0,8.0,0.00012,26910.0,8.0,0.02622
154,10,19681.0,8.0,2e-06,19681.0,8.0,0.000183,19681.0,8.0,0.02239
155,10,22778.0,8.0,4e-06,22778.0,8.0,0.00013,22778.0,8.0,0.031366
156,10,28508.0,8.0,4e-06,28508.0,8.0,0.000178,28508.0,8.0,0.028422
157,10,22225.0,8.0,4e-06,22225.0,8.0,0.000262,22225.0,8.0,0.038497
158,10,19678.0,8.0,1e-06,19678.0,8.0,0.000137,19678.0,8.0,0.021468
159,10,20404.0,8.0,5e-06,20404.0,8.0,0.000112,20404.0,8.0,0.02606
160,10,22579.0,8.0,5e-06,22579.0,8.0,0.00018,22579.0,8.0,0.020433
161,10,20048.0,8.0,5e-06,20048.0,8.0,0.000197,20048.0,8.0,0.026196
162,10,27535.0,8.0,4e-06,27535.0,7.0,0.000179,27535.0,8.0,0.02643
163,10,26560.0,8.0,5e-06,26560.0,8.0,0.000163,26560.0,8.0,0.029969
164,10,24585.0,8.0,4e-06,24585.0,8.0,0.000447,24585.0,8.0,0.035625
165,10,14591.0,8.0,5e-06,14591.0,8.0,0.000196,14591.0,8.0,0.028786
166,10,21625.0,8.0,6e-06,21625.0,8.0,0.00092,21625.0,8.0,0.027859
167,10,27192.0,8.0,1.1e-05,27192.0,8.0,0.000236,27192.0,8.0,0.029803
168,10,29706.0,8.0,6e-06,29706.0,8.0,0.000144,29706.0,8.0,0.034801
169,10,27195.0,8.0,5e-06,27077.0,8.0,0.00018,27077.0,8.0,0.036051
170,10,23531.0,8.0,5e-06,23531.0,8.0,0.000222,23531.0,8.0,0.025791
171,10,27951.0,8.0,4e-06,27932.0,8.0,0.000197,27932.0,9.0,0.032106
172,10,20471.0,8.0,5e-06,20471.0,8.0,0.000154,20471.0,8.0,0.025503
173,10,16294.0,8.0,5e-06,16294.0,8.0,0.000163,16294.0,8.0,0.029989
174,10,30884.0,8.0,5e-06,30884.0,8.0,0.000221,30884.0,8.0,0.022124
175,10,24576.0,8.0,5e-06,24576.0,8.0,0.000112,24576.0,8.0,0.027248
176,10,21618.0,8.0,5e-06,21618.0,8.0,0.000171,21618.0,8.0,0.029472
177,10,26079.0,8.0,4e-06,26079.0,8.0,0.000284,26079.0,8.0,0.04268
178,10,20201.0,8.0,4e-06,20201.0,8.0,0.000194,20201.0,8.0,0.026764
179,10,23558.0,8.0,5e-06,23558.0,8.0,0.001,23558.0,8.0,0.029465
180,10,25095.0,8.0,5e-06,25095.0,8.0,0.000202,25095.0,8.0,0.031602
181,10,22955.0,8.0,5e-06,22955.0,8.0,0.000225,22955.0,8.0,0.032659
182,10,23544.0,8.0,5e-06,23544.0,8.0,0.000208,23544.0,8.0,0.032493
183,10,20662.0,8.0,4e-06,20662.0,8.0,0.000129,20662.0,8.0,0.026225
184,10,26493.0,8.0,4e-06,26493.0,8.0,0.000261,26493.0,8.0,0.041309
185,10,24700.0,8.0,6e-06,24691.0,8.0,0.000175,24691.0,8.0,0.036369
186,10,26888.0,8.0,4e-06,26888.0,8.0,0.000214,26888.0,8.0,0.033382
187,10,25920.0,8.0,4e-06,25920.0,8.0,0.000147,25920.0,8.0,0.030409
188,10,24164.0,8.0,7e-06,24164.0,8.0,0.000157,24164.0,8.0,0.035106
189,10,23943.0,8.0,6e-06,23943.0,8.0,0.000267,23943.0,8.0,0.029416
190,10,21350.0,8.0,4e-06,21350.0,8.0,0.000104,21350.0,8.0,0.028814
191,10,19704.0,8.0,9e-06,19704.0,8.0,0.000297,19704.0,9.0,0.033778
192,10,24971.0,8.0,5e-06,24971.0,8.0,0.000143,24971.0,8.0,0.024382
193,10,22156.0,8.0,5e-06,22156.0,8.0,0.000131,22156.0,8.0,0.03239
194,10,21054.0,8.0,5e-06,21054.0,8.0,0.000134,21054.0,8.0,0.023497
195,10,23647.0,8.0,5e-06,23647.0,8.0,0.000212,23647.0,8.0,0.032243
196,10,19630.0,8.0,5e-06,19630.0,8.0,0.000136,19630.0,8.0,0.024997
197,10,27414.0,8.0,4e-06,27414.0,8.0,0.00025,27414.0,8.0,0.028644
198,10,24643.0,8.0,5e-06,24643.0,8.0,0.000218,24643.0,8.0,0.041925
199,10,19097.0,8.0,4e-06,19097.0,8.0,0.0002,19097.0,8.0,0.022405
200,10,21807.0,8.0,5e-06,21807.0,8.0,0.00022,21807.0,8.0,0.034962
201,10,20220.0,8.0,4e-06,20220.0,8.0,0.000207,20220.0,8.0,0.025988
202,10,25004.0,8.0,6e-06,25004.0,8.0,0.000304,25004.0,8.0,0.029903
203,10,25411.0,8.0,5e-06,25411.0,8.0,0.000208,25411.0,8.0,0.034945
204,10,23142.0,8.0,5e-06,23142.0,8.0,0.000122,23142.0,8.0,0.03394
205,10,19217.0,8.0,5e-06,19217.0,8.0,0.000156,19217.0,8.0,0.027764
206,10,25510.0,8.0,4e-06,25510.0,8.0,0.0002,25510.0,8.0,0.038814
207,10,26402.0,8.0,7e-06,26402.0,8.0,0.000168,26402.0,8.0,0.018091
208,10,25857.0,8.0,6e-06,25857.0,8.0,0.000228,25857.0,8.0,0.03569
209,10,27000.0,8.0,4e-06,27000.0,8.0,0.000167,27000.0,8.0,0.025417
210,10,20793.0,8.0,5e-06,20793.0,8.0,0.000106,20793.0,8.0,0.035064
211,10,27511.0,8.0,4e-06,27511.0,8.0,0.000234,27511.0,8.0,0.036424
212,10,18907.0,8.0,4e-06,18907.0,8.0,0.000152,18907.0,8.0,0.018765
213,10,26266.0,8.0,2e-06,26266.0,8.0,0.000113,26266.0,8.0,0.020905
214,10,20729.0,8.0,5e-06,20729.0,8.0,0.000141,20729.0,8.0,0.028086
215,10,21515.0,8.0,5e-06,21515.0,8.0,9.5e-05,21515.0,8.0,0.026011
216,10,24177.0,8.0,5e-06,24177.0,8.0,0.000347,24177.0,8.0,0.036062
217,10,16230.0,8.0,5e-06,16230.0,8.0,0.000195,16230.0,8.0,0.027861
218,10,24170.0,8.0,4e-06,24170.0,8.0,0.000161,24170.0,8.0,0.034205
219,10,20823.0,8.0,5e-06,20823.0,8.0,0.000113,20823.0,8.0,0.026371
220,10,22262.0,8.0,4e-06,22262.0,8.0,0.000118,22262.0,8.0,0.035096
221,10,28023.0,8.0,5e-06,28023.0,8.0,0.000117,28023.0,8.0,0.026065
222,10,28751.0,8.0,5e-06,28751.0,8.0,0.00102,28751.0,8.0,0.026722
223,10,22036.0,8.0,4e-06,22036.0,8.0,0.000172,22036.0,8.0,0.021418
224,10,27816.0,8.0,5e-06,27816.0,8.0,0.000139,27816.0,8.0,0.035117
225,10,20904.0,8.0,6e-06,20904.0,8.0,0.000122,20904.0,8.0,0.028832
226,10,19687.0,8.0,3e-06,19687.0,8.0,8.9e-05,19687.0,8.0,0.017581
227,10,25709.0,8.0,5e-06,25709.0,8.0,8.8e-05,25709.0,8.0,0.020286
228,10,21478.0,8.0,2e-06,21478.0,8.0,0.000165,21478.0,8.0,0.017684
229,10,29423.0,8.0,6e-06,29423.0,8.0,0.000175,29423.0,8.0,0.030932
230,10,26963.0,8.0,4e-06,26963.0,8.0,0.000219,26963.0,8.0,0.038198
231,10,27628.0,8.0,5e-06,27628.0,8.0,0.00017,27628.0,8.0,0.032568
232,10,21775.0,8.0,5e-06,21775.0,7.0,0.000135,21775.0,7.0,0.024914
233,10,22832.0,8.0,2e-06,22832.0,8.0,0.000188,22832.0,8.0,0.021235
234,10,26743.0,8.0,4e-06,26743.0,8.0,0.00066,26743.0,8.0,0.029245
235,10,25172.0,8.0,1e-06,25172.0,8.0,0.000124,25172.0,8.0,0.018484
236,10,27642.0,8.0,4e-06,27642.0,8.0,0.000231,27642.0,7.0,0.026851
237,10,21569.0,8.0,5e-06,21569.0,8.0,0.000281,21569.0,8.0,0.029298
238,10,15297.0,8.0,1e-05,15297.0,8.0,0.000145,15297.0,9.0,0.034528
239,10,25025.0,8.0,7e-06,25025.0,8.0,0.000238,25025.0,8.0,0.03426
240,10,24648.0,8.0,2e-06,24648.0,8.0,0.000219,24648.0,8.0,0.029818
241,10,17522.0,8.0,6e-06,17522.0,8.0,0.000239,17522.0,8.0,0.030047
242,10,23612.0,8.0,6e-06,23612.0,8.0,0.000141,23612.0,8.0,0.041161
243,10,24822.0,8.0,8e-06,24822.0,8.0,0.000167,24822.0,8.0,0.027947
244,10,18803.0,8.0,6e-06,18803.0,8.0,0.000141,18803.0,8.0,0.024724
245,10,21864.0,8.0,2e-06,21864.0,8.0,0.000122,21864.0,8.0,0.018412
246,10,21786.0,8.0,6e-06,21786.0,8.0,0.000123,21786.0,8.0,0.02858
247,10,22794.0,8.0,6e-06,22794.0,8.0,0.000181,22794.0,8.0,0.035664
248,10,22110.0,8.0,5e-06,22110.0,8.0,0.000181,22110.0,8.0,0.02684
249,10,21640.0,8.0,6e-06,21640.0,8.0,0.000215,21640.0,8.0,0.035287
250,10,20935.0,8.0,6e-06,20935.0,8.0,0.000213,20935.0,8.0,0.027864
251,10,27518.0,8.0,5e-06,27518.0,8.0,0.000153,27518.0,8.0,0.023007
252,10,20243.0,8.0,5e-06,20243.0,8.0,0.000134,20243.0,8.0,0.022802
253,10,24164.0,8.0,4e-06,24164.0,8.0,0.00019,24164.0,8.0,0.024341
254,10,23187.0,8.0,4e-06,23187.0,8.0,0.000467,23187.0,8.0,0.032312
255,10,25278.0,8.0,4e-06,25278.0,8.0,0.00082,25278.0,8.0,0.026208
256,10,24314.0,8.0,6e-06,24314.0,8.0,0.000236,24314.0,8.0,0.036659
257,10,23364.0,8.0,5e-06,23364.0,8.0,0.000168,23364.0,8.0,0.02911
258,10,25417.0,8.0,5e-06,25417.0,8.0,0.000157,25417.0,8.0,0.02604
259,10,20917.0,8.0,2e-06,20917.0,8.0,0.00017,20917.0,8.0,0.02088
260,10,24586.0,8.0,6e-06,24586.0,8.0,8.8e-05,24586.0,8.0,0.025392
261,10,22511.0,8.0,5e-06,22511.0,8.0,0.000173,22511.0,8.0,0.034019
262,10,25009.0,8.0,6e-06,24789.0,8.0,0.00019,24789.0,8.0,0.032805
263,10,23223.0,8.0,2e-06,23223.0,8.0,0.000162,23223.0,8.0,0.035484
264,10,27012.0,8.0,7e-06,27012.0,8.0,0.000132,27012.0,8.0,0.02933
265,10,24993.0,8.0,5e-06,24993.0,8.0,0.000117,24993.0,8.0,0.034203
266,10,28938.0,8.0,5e-06,28938.0,8.0,0.000201,28938.0,8.0,0.02473
267,10,25416.0,8.0,5e-06,25416.0,8.0,0.000188,25416.0,8.0,0.033693
268,10,25811.0,8.0,5e-06,25811.0,8.0,0.0002,25811.0,8.0,0.033907
269,10,27339.0,8.0,5e-06,27339.0,8.0,0.000217,27339.0,8.0,0.029257
270,10,24567.0,8.0,5e-06,24567.0,8.0,0.000108,24567.0,8.0,0.036564
271,10,24883.0,8.0,4e-06,24883.0,8.0,0.000228,24883.0,8.0,0.042108
272,10,22837.0,8.0,5e-06,22837.0,8.0,0.000181,22837.0,8.0,0.02756
273,10,24764.0,8.0,4e-06,24764.0,8.0,0.000293,24764.0,8.0,0.02184
274,10,24903.0,8.0,6e-06,24903.0,8.0,0.00131,24903.0,8.0,0.02482
275,10,22636.0,8.0,5e-06,22636.0,8.0,0.000208,22636.0,8.0,0.03255
276,10,24926.0,8.0,6e-06,24926.0,8.0,0.000317,24926.0,8.0,0.028538
277,10,26224.0,8.0,4e-06,26224.0,8.0,0.000512,26224.0,8.0,0.029357
278,10,21569.0,8.0,5e-06,21569.0,8.0,0.000961,21569.0,8.0,0.032272
279,10,24370.0,8.0,5e-06,24370.0,8.0,0.00014,24370.0,8.0,0.028153
280,10,19218.0,8.0,5e-06,19218.0,8.0,0.000222,19218.0,8.0,0.028559
281,10,24292.0,8.0,4e-06,24292.0,8.0,0.000176,24292.0,8.0,0.023935
282,10,20839.0,8.0,5e-06,20559.0,8.0,0.000398,20559.0,8.0,0.045044
283,10,27573.0,8.0,4e-06,27573.0,8.0,0.000118,27573.0,8.0,0.026128
284,10,26895.0,8.0,5e-06,26895.0,8.0,0.000181,26895.0,9.0,0.028789
285,10,21706.0,8.0,5e-06,21706.0,8.0,0.000159,21706.0,8.0,0.023321
286,10,27672.0,8.0,1e-05,27672.0,8.0,0.000222,27672.0,8.0,0.031644
287,10,29347.0,8.0,6e-06,29347.0,8.0,0.000213,29347.0,8.0,0.022916
288,10,19781.0,8.0,4e-06,19781.0,8.0,0.000133,19781.0,8.0,0.039679
289,10,25915.0,8.0,5e-06,25915.0,8.0,0.00011,25915.0,8.0,0.023766
290,10,17895.0,8.0,4e-06,17895.0,8.0,0.000261,17895.0,8.0,0.025945
291,10,24033.0,8.0,5e-06,24033.0,8.0,0.000174,24033.0,8.0,0.038897
292,10,22991.0,8.0,4e-06,22991.0,8.0,0.000107,22991.0,8.0,0.029663
293,10,22065.0,8.0,4e-06,22065.0,8.0,0.000107,22065.0,8.0,0.034073
294,10,20405.0,8.0,4e-06,20405.0,8.0,0.000166,20405.0,8.0,0.022921
295,10,27105.0,8.0,4e-06,27005.0,8.0,0.000194,27005.0,8.0,0.026717
296,10,25041.0,8.0,5e-06,25041.0,8.0,0.000594,25041.0,8.0,0.032398
297,10,23530.0,8.0,5e-06,23530.0,8.0,0.000115,23530.0,8.0,0.03328
298,10,21514.0,8.0,6e-06,21514.0,8.0,9.2e-05,21514.0,8.0,0.018497
299,10,23991.0,8.0,5e-06,23991.0,8.0,0.000176,23991.0,9.0,0.034265
300,10,26075.0,8.0,5e-06,26075.0,8.0,0.000171,26075.0,8.0,0.023675
301,10,17678.0,8.0,5e-06,17678.0,8.0,0.000121,17678.0,8.0,0.04069
